czone,has_insurance,cs_frac_black,cs_frac_hisp,gt_hs_educ,has_medicaid,hosp_beds,inctot,median_house_value,occupancy,physical_disab,poor_share,pymt_charity_patients,reimb_penroll_adj10,share_hosp_forprofit,share_hosp_teaching,uncomp_charity_patients
5900,0.8937355420564466,0.17889461517333985,0.043604869842529294,0.3144081234931946,0.12577804944478838,505,10.223576069153028,105559.13496442862,0.32291696468989056,0.0810088962316513,0.1222122609615326,31024.628255208332,9983.7275390625,0.3333333333333333,0,4011214.555419922
6000,0.9164577158430705,0.1743590545654297,0.02174628496170044,0.3647470772266388,0.10770061302748224,1519.012700398763,10.340064985349246,127007.93488948952,0.4350506762663523,0.09095914661884308,0.1165558695793152,411489.9098307292,9737.2919921875,0.2312685151894887,0.20000000298023224,18900160.28125
6100,0.9045366032867088,0.0637357473373413,0.03488364458084106,0.25993308424949646,0.115420956456048,979.31005859375,10.10739189042316,97817.6440545272,0.40541547536849976,0.11903709173202516,0.14991973340511322,348264.94580078125,11230.01953125,0.5,0,10285481.895833334
6200,0.9246277347073402,0.08987577438354492,0.01891825199127197,0.31584954261779785,0.12309186418630418,896.6164372762045,10.169916281397812,100781.85441784484,0.3012068470319112,0.10272825509309769,0.150687113404274,2124148.8020833335,10237.6982421875,0.589503288269043,0,7056379.687113444
6301,0.8830205840679604,0.02169400691986084,0.03291463375091553,0.2064806967973709,0.14985882029490838,178,9.980598144171646,99550.34485981308,0.2637358407179515,0.1284010410308838,0.15952375531196594,0,10776.0615234375,1,0,205515.8046875
6302,0.8748249088873925,0.011325511932373048,0.02194953441619873,0.2064806967973709,0.15354625167006486,313.66302490234375,9.980598144171646,113413.25014277248,0.5167615016301473,0.1284010410308838,0.16499270498752594,35577.858072916664,10008.14453125,0.5,0,1962744.3878682456
6401,0.9159288413388826,0.1344346523284912,0.01474953293800354,0.3246145248413086,0.11421557572245304,1506.9287796020508,10.20704608363634,118413.53115957016,0.39909698565800983,0.09287041425704956,0.12393145263195038,397570.56795247394,10005.791015625,0.41639067729314166,0.3333333432674408,23059292.138020832
6402,0.8691951596969231,0.010499645471572876,0.012284775972366333,0.2328873723745346,0.1271369706488636,310.7525126139323,10.02810029651216,107229.47657327272,0.35614829262097675,0.12290872633457184,0.16420811414718628,512572.7057291667,9707.6396484375,0.25,0,5496482.177083333
6501,0.8559637937865369,0.0016877052187919616,0.044966940879821775,0.3332790434360504,0.10522169356287132,90,10.242270728077935,121096.39839249832,0.23841434717178345,0.07754084467887878,0.12417156994342804,122401.85823567708,9811.3134765625,1,0,2499781.9166666665
6502,0.919820781551521,0.03291854619979859,0.01757953882217407,0.3494848608970642,0.09899848444322654,443.2590586344401,10.286226755328048,113359.08912198912,0.4348240991433462,0.0940869003534317,0.1378353089094162,36158.6181640625,10084.162109375,0.5,0,3752533.688802083
6600,0.8722102043595716,0.07781422138214111,0.0833413028717041,0.28764575719833374,0.1250933338836949,1060.4659627278645,10.161254532114253,114256.43884118232,0.4761519730091095,0.09741980582475662,0.12266714125871658,735603.2507222494,10194.072265625,0.42810016870498657,0.125,42087277.380208336
6700,0.8817981391783359,0.09907649993896485,0.1037739181518555,0.3927139937877655,0.10659115665427096,7818.197224934896,10.358910452034882,124793.22867696676,0.6112140814463297,0.08134322613477707,0.11151468753814696,2502725.4897460938,11365.3408203125,0.5253548622131348,2.0833333333333335,283459110.3333333
6800,0.9001760126600304,0.12475845336914063,0.11046958923339843,0.287161260843277,0.13846712236404282,1971.986287434896,10.093584339823988,107598.0588672867,0.6561314860979716,0.08719347417354584,0.13779497146606445,199069.22387695312,10990.3837890625,0.16446414093176523,0,57755918.6875
